category,survey_value,survey_label,year,period,period_value,module_code,module_name,csv_code,stata_code,spss_code
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 3,65,2,Características de los Miembros del Hogar,993-Modulo02,993-Modulo02,993-Modulo02
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 3,65,3,Educación,993-Modulo03,993-Modulo03,993-Modulo03
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 3,65,4,Salud,993-Modulo04,993-Modulo04,993-Modulo04
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 3,65,7,Gastos en Alimentos y Bebidas (Módulo 601),993-Modulo07,993-Modulo07,993-Modulo07
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 3,65,37,Programas Sociales  (Miembros del Hogar),993-Modulo37,993-Modulo37,993-Modulo37
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 3,65,85,"Gobernabilidad, Democracia y Transparencia",993-Modulo85,993-Modulo85,993-Modulo85
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 4,66,1,Características de la Vivienda y del Hogar,1028-Modulo01,1028-Modulo01,1028-Modulo01
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 4,66,2,Características de los Miembros del Hogar,1028-Modulo02,1028-Modulo02,1028-Modulo02
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 4,66,3,Educación,1028-Modulo03,1028-Modulo03,1028-Modulo03
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 4,66,4,Salud,1028-Modulo04,1028-Modulo04,1028-Modulo04
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 4,66,7,Gastos en Alimentos y Bebidas (Módulo 601),1028-Modulo07,1028-Modulo07,1028-Modulo07
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 4,66,37,Programas Sociales  (Miembros del Hogar),1028-Modulo37,1028-Modulo37,1028-Modulo37
ENAHO Actualizada,Condiciones de Vida y Pobreza - ENAHO,Condiciones de Vida y Pobreza - ENAHO,2025,Trimestre 4,66,85,"Gobernabilidad, Democracia y Transparencia",1028-Modulo85,1028-Modulo85,1028-Modulo85
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,1,Características de la Vivienda y del Hogar,,,06-Modulo01
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,2,Características de los Miembros del Hogar,,,06-Modulo02
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,3,Educación,,,06-Modulo03
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,4,Salud,,,06-Modulo04
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,5,Empleo e Ingresos,,,06-Modulo05
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,19,Programas Sociales  (Sólo para el Jefe del Hogar  o Ama de Casa),,,06-Modulo19
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,20,Otras Transacciones  (Sólo para el jefe del hogar),,,06-Modulo20
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,22,Producción Agrícola,,,06-Modulo22
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,23,Subproductos Agricolas,,,06-Modulo23
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,24,Producción Forestal,,,06-Modulo24
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,25,Gastos en Actividades Agricolas y/o Forestales,,,06-Modulo25
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,26,Producción Pecuaria,,,06-Modulo26
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,27,Subproductos Pecuarios,,,06-Modulo27
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,28,Gastos en Actividades Pecuarias,,,06-Modulo28
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,29,Modulo Comunal para Informantes Calificados,,,06-Modulo29
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,33,Fecundidad y Salud,,,06-Modulo33
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,34,Sumarias ( Variables Calculadas ),,,06-Modulo34
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,37,Programas Sociales  (Miembros del Hogar),,,06-Modulo37
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,38,Actividad Agropecuaria (Por Trabajo Independiente),,,06-Modulo38
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,39,Migración  (para todas las personas),,,06-Modulo39
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,40,Aspectos Demográficos (Sólo para el jefe del hogar o ama de casa),,,06-Modulo40
ENAHO Actualizada,"Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO","Educacion, Salud, Aspectos Demograficos, Empleo e Ingresos - ENAHO",1998,Trimestre 2,2,61,Población Afectada por el Fenomeno del Niño,,,06-Modulo61
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,1,Características de la Vivienda y del Hogar,,,10-Modulo01
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,2,Características de los Miembros del Hogar,,,10-Modulo02
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,3,Educación,,,10-Modulo03
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,4,Salud,,,10-Modulo04
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,5,Empleo e Ingresos,,,10-Modulo05
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,19,Programas Sociales  (Sólo para el Jefe del Hogar  o Ama de Casa),,,10-Modulo19
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,20,Otras Transacciones  (Sólo para el jefe del hogar),,,10-Modulo20
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,22,Producción Agrícola,,,10-Modulo22
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,23,Subproductos Agricolas,,,10-Modulo23
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,24,Producción Forestal,,,10-Modulo24
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,25,Gastos en Actividades Agricolas y/o Forestales,,,10-Modulo25
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,26,Producción Pecuaria,,,10-Modulo26
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,27,Subproductos Pecuarios,,,10-Modulo27
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,28,Gastos en Actividades Pecuarias,,,10-Modulo28
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,29,Modulo Comunal para Informantes Calificados,,,10-Modulo29
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,33,Fecundidad y Salud,,,10-Modulo33
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,34,Sumarias ( Variables Calculadas ),,,10-Modulo34
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,37,Programas Sociales  (Miembros del Hogar),,,10-Modulo37
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",1999,Trimestre 2,2,38,Actividad Agropecuaria (Por Trabajo Independiente),,,10-Modulo38
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,1,Características de la Vivienda y del Hogar,,,28-Modulo01
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,2,Características de los Miembros del Hogar,,,28-Modulo02
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,3,Educación,,,28-Modulo03
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,4,Salud,,,28-Modulo04
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,5,Empleo e Ingresos,,,28-Modulo05
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,19,Programas Sociales  (Sólo para el Jefe del Hogar  o Ama de Casa),,,28-Modulo19
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,20,Otras Transacciones  (Sólo para el jefe del hogar),,,28-Modulo20
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,22,Producción Agrícola,,,28-Modulo22
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,23,Subproductos Agricolas,,,28-Modulo23
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,24,Producción Forestal,,,28-Modulo24
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,25,Gastos en Actividades Agricolas y/o Forestales,,,28-Modulo25
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,26,Producción Pecuaria,,,28-Modulo26
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,27,Subproductos Pecuarios,,,28-Modulo27
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,28,Gastos en Actividades Pecuarias,,,28-Modulo28
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,29,Modulo Comunal para Informantes Calificados,,,28-Modulo29
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,33,Fecundidad y Salud,,,28-Modulo33
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,34,Sumarias ( Variables Calculadas ),,,28-Modulo34
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,37,Programas Sociales  (Miembros del Hogar),,,28-Modulo37
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,38,Actividad Agropecuaria (Por Trabajo Independiente),,,28-Modulo38
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,55,Deporte,,,28-Modulo55
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,59,Telecomunicaciones,,,28-Modulo59
ENAHO Actualizada,"Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO","Educación, Salud, programas Sociales, Empleo e Ingresos - ENAHO",2000,Trimestre 2,2,60,Credito Agropecuario,,,28-Modulo60
ENAHO Actualizada,Empleo e Ingreso - ENAHO,Empleo e Ingreso - ENAHO,1997,Trimestre 2,2,1,Características de la Vivienda y del Hogar,,,02-Modulo01
ENAHO Actualizada,Empleo e Ingreso - ENAHO,Empleo e Ingreso - ENAHO,1997,Trimestre 2,2,2,Características de los Miembros del Hogar,,,02-Modulo02
ENAHO Actualizada,Empleo e Ingreso - ENAHO,Empleo e Ingreso - ENAHO,1997,Trimestre 2,2,5,Empleo e Ingresos,,,02-Modulo05
ENAHO Actualizada,Empleo e Ingreso - ENAHO,Empleo e Ingreso - ENAHO,1997,Trimestre 2,2,10,Transportes y Comunicaciones,,,02-Modulo10
ENAHO Actualizada,Empleo e Ingreso - ENAHO,Empleo e Ingreso - ENAHO,1997,Trimestre 2,2,34,Sumarias ( Variables Calculadas ),,,02-Modulo34
ENAHO Actualizada,Empleo e Ingreso - ENAHO,Empleo e Ingreso - ENAHO,1997,Trimestre 2,2,48,Percepción y Expectativa del Jefe del Hogar sobre la Informática,,,02-Modulo48
ENAHO Actualizada,Empleo e Ingreso - ENAHO,Empleo e Ingreso - ENAHO,1997,Trimestre 2,2,53,Percepción del jefe del Hogar Sobre Turismo Familiar,,,02-Modulo53
ENAHO Actualizada,Empleo e Ingreso - ENAHO,Empleo e Ingreso - ENAHO,1997,Trimestre 2,2,54,Medio Ambiente,,,02-Modulo54
ENAHO Actualizada,Empleo e Ingreso - ENAHO,Empleo e Ingreso - ENAHO,1997,Trimestre 2,2,55,Deporte,,,02-Modulo55
ENAHO Actualizada,Empleo e Ingreso - ENAHO,Empleo e Ingreso - ENAHO,1997,Trimestre 2,2,56,Ciencia y Tecnología,,,02-Modulo56
ENAHO Actualizada,Empleo e Ingreso - ENAHO,Empleo e Ingreso - ENAHO,1997,Trimestre 2,2,57,Cultura,,,02-Modulo57
ENAHO Actualizada,Empleo e Ingreso Urbano - ENAHO ,Empleo e Ingreso Urbano - ENAHO,1997,Trimestre 1,1,1,Características de la Vivienda y del Hogar,,,01-Modulo01
ENAHO Actualizada,Empleo e Ingreso Urbano - ENAHO ,Empleo e Ingreso Urbano - ENAHO,1997,Trimestre 1,1,2,Características de los Miembros del Hogar,,,01-Modulo02
ENAHO Actualizada,Empleo e Ingreso Urbano - ENAHO ,Empleo e Ingreso Urbano - ENAHO,1997,Trimestre 1,1,5,Empleo e Ingresos,,,01-Modulo05
ENAHO Actualizada,Empleo e Ingreso Urbano - ENAHO ,Empleo e Ingreso Urbano - ENAHO,1997,Trimestre 1,1,34,Sumarias ( Variables Calculadas ),,,01-Modulo34
ENAHO Actualizada,Empleo e Ingreso Urbano - ENAHO ,Empleo e Ingreso Urbano - ENAHO,1997,Trimestre 1,1,49,Medicina Tradicional,,,01-Modulo49
ENAHO Actualizada,Empleo e Ingreso Urbano - ENAHO ,Empleo e Ingreso Urbano - ENAHO,1997,Trimestre 1,1,50,Ahorro Familiar,,,01-Modulo50
ENAHO Actualizada,Empleo e Ingreso Urbano - ENAHO ,Empleo e Ingreso Urbano - ENAHO,1997,Trimestre 1,1,52,Percepción sobre el uso y Abuso de Drogas,,,01-Modulo52
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,1,Características de la Vivienda y del Hogar,,,09-Modulo01
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,2,Características de los Miembros del Hogar,,,09-Modulo02
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,5,Empleo e Ingresos,,,09-Modulo05
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,19,Programas Sociales  (Sólo para el Jefe del Hogar  o Ama de Casa),,,09-Modulo19
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,22,Producción Agrícola,,,09-Modulo22
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,23,Subproductos Agricolas,,,09-Modulo23
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,24,Producción Forestal,,,09-Modulo24
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,25,Gastos en Actividades Agricolas y/o Forestales,,,09-Modulo25
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,26,Producción Pecuaria,,,09-Modulo26
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,27,Subproductos Pecuarios,,,09-Modulo27
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,28,Gastos en Actividades Pecuarias,,,09-Modulo28
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,31,Victimizacion y Medidas de Seguridad para Jefe de Hogar,,,09-Modulo31
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,32,Victimización y Medidas de Seguridad para Mayores de 14 Años,,,09-Modulo32
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,34,Sumarias ( Variables Calculadas ),,,09-Modulo34
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,37,Programas Sociales  (Miembros del Hogar),,,09-Modulo37
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,38,Actividad Agropecuaria (Por Trabajo Independiente),,,09-Modulo38
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,47,Medios de Comunicación Radio y Televisión,,,09-Modulo47
ENAHO Actualizada,"Empleo e Ingreso, Programa Social y Victimizacion - ENAHO","Empleo e Ingreso, Programa Social y Victimizacion - ENAHO",1999,Trimestre 1,1,48,Percepción y Expectativa del Jefe del Hogar sobre la Informática,,,09-Modulo48
ENAHO Actualizada,Encuesta de Hogares sobre Victimizacion - ENAHO ,Encuesta de Hogares sobre Victimizacion - ENAHO,1998,Trimestre 1,1,1,Características de la Vivienda y del Hogar,,,05-Modulo01
ENAHO Actualizada,Encuesta de Hogares sobre Victimizacion - ENAHO ,Encuesta de Hogares sobre Victimizacion - ENAHO,1998,Trimestre 1,1,2,Características de los Miembros del Hogar,,,05-Modulo02
ENAHO Actualizada,Encuesta de Hogares sobre Victimizacion - ENAHO ,Encuesta de Hogares sobre Victimizacion - ENAHO,1998,Trimestre 1,1,5,Empleo e Ingresos,,,05-Modulo05
ENAHO Actualizada,Encuesta de Hogares sobre Victimizacion - ENAHO ,Encuesta de Hogares sobre Victimizacion - ENAHO,1998,Trimestre 1,1,31,Victimizacion y Medidas de Seguridad para Jefe de Hogar,,,05-Modulo31
ENAHO Actualizada,Encuesta de Hogares sobre Victimizacion - ENAHO ,Encuesta de Hogares sobre Victimizacion - ENAHO,1998,Trimestre 1,1,32,Victimización y Medidas de Seguridad para Mayores de 14 Años,,,05-Modulo32
ENAHO Actualizada,Encuesta de Hogares sobre Victimizacion - ENAHO ,Encuesta de Hogares sobre Victimizacion - ENAHO,1998,Trimestre 1,1,41,Registro de Delitos: Robo o Intento de Robo en Vivienda (INF. PRINCIP.),,,05-Modulo41
ENAHO Actualizada,Encuesta de Hogares sobre Victimizacion - ENAHO ,Encuesta de Hogares sobre Victimizacion - ENAHO,1998,Trimestre 1,1,42,Registro de Delitos: Robo o Intento de Robo a la Persona,,,05-Modulo42
ENAHO Actualizada,Encuesta de Hogares sobre Victimizacion - ENAHO ,Encuesta de Hogares sobre Victimizacion - ENAHO,1998,Trimestre 1,1,43,Registro de Delitos: Robo o Intento de Robo de Vehículos,,,05-Modulo43
ENAHO Actualizada,Encuesta de Hogares sobre Victimizacion - ENAHO ,Encuesta de Hogares sobre Victimizacion - ENAHO,1998,Trimestre 1,1,44,Registro de Delitos: Agresión Física,,,05-Modulo44
ENAHO Actualizada,Encuesta de Hogares sobre Victimizacion - ENAHO ,Encuesta de Hogares sobre Victimizacion - ENAHO,1998,Trimestre 1,1,45,Registro de Delitos: Secuestro,,,05-Modulo45
ENAHO Actualizada,Encuesta de Hogares sobre Victimizacion - ENAHO ,Encuesta de Hogares sobre Victimizacion - ENAHO,1998,Trimestre 1,1,46,Registro de Delitos: Vandalismo,,,05-Modulo46
ENAHO Actualizada,Encuesta Especializada de Niveles de Empleo - ENAHO,Encuesta Especializada de Niveles de Empleo - ENAHO,1997,Trimestre 3,3,2,Características de los Miembros del Hogar,,,03-Modulo02
